UnixTimestamp,Timestamp,RecordingTime,SceneTime,SceneID,NodeID,GazeIndex,GazeOriginLocalX,GazeOriginLocalY,GazeOriginLocalZ,GazeDirectionLocalX,GazeDirectionLocalY,GazeDirectionLocalZ,GazeOriginWorldX,GazeOriginWorldY,GazeOriginWorldZ,GazeDirectionWorldX,GazeDirectionWorldY,GazeDirectionWorldZ,HitPointX,HitPointY,HitPointZ,HitDistance,HitObjectName,HitObjectTag,LeftPupilDiameter,RightPupilDiameter,LeftEyeOpenness,RightEyeOpenness,HMDPositionX,HMDPositionY,HMDPositionZ,HMDRotationEulerX,HMDRotationEulerY,HMDRotationEulerZ,CameraFOV_V,CameraFOV_H,CameraNearClip,CameraFarClip,CameraAspectRatio,CameraPixelWidth,CameraPixelHeight,CameraFocalLength,TaskHintPanel
1766453758744,2025-12-23 09:35:58.744,1422.051000,2.061646,23,15,2,-0.021675,0.006062,-0.029578,0.132767,0.016846,0.990997,-25.600790,1.706859,27.000270,0.977509,0.170801,0.123651,0.000000,0.000000,0.000000,0.000000,0,0,4.786819,5.046844,2788942.000000,0.000000,-25.566070,1.705564,26.987070,351.091300,75.051920,0.302936,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766453758756,2025-12-23 09:35:58.756,1422.062000,2.072876,23,15,2,-0.010529,0.006256,-0.029756,0.132950,0.009262,0.991074,-25.597620,1.707195,26.986050,0.978759,0.163435,0.123724,0.000000,0.000000,0.000000,0.000000,0,0,4.820129,4.960648,2788942.000000,0.000000,-25.565560,1.705671,26.983680,351.072400,75.052650,0.211385,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766453758766,2025-12-23 09:35:58.766,1422.073000,2.083740,23,15,2,-0.019269,0.006093,-0.029361,0.119202,0.063110,0.990860,-25.599030,1.707221,26.991160,0.966885,0.216560,0.135019,0.000000,0.000000,0.000000,0.000000,0,0,4.910385,5.159225,176352.900000,0.000000,-25.565120,1.705801,26.980260,351.059000,75.044160,0.107334,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766453758778,2025-12-23 09:35:58.778,1422.084000,2.094849,23,15,2,-0.019269,0.006093,-0.029361,0.119202,0.063110,0.990860,-25.598510,1.707376,26.987710,0.966860,0.216719,0.134948,0.000000,0.000000,0.000000,0.000000,0,0,4.910385,5.159225,176352.900000,0.000000,-25.564600,1.705930,26.976820,351.035500,75.040260,359.991300,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766453758789,2025-12-23 09:35:58.789,1422.095000,2.105957,23,15,2,-0.021675,0.006062,-0.029578,0.132767,0.016846,0.990997,-25.598920,1.707434,26.986470,0.977349,0.171274,0.124263,0.000000,0.000000,0.000000,0.000000,0,0,4.786819,5.046844,2788878.000000,0.000000,-25.564170,1.706020,26.973350,351.004600,75.007110,359.863900,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766453758800,2025-12-23 09:35:58.800,1422.107000,2.117065,23,15,2,-0.011462,0.006240,-0.029770,0.140457,0.000931,0.990082,-25.596010,1.707696,26.973070,0.980777,0.155591,0.117720,0.000000,0.000000,0.000000,0.000000,0,0,4.738251,4.972855,11286840.000000,0.000000,-25.563700,1.706152,26.969900,350.976200,74.980940,359.744800,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766453758811,2025-12-23 09:35:58.811,1422.118000,2.128174,23,15,2,-0.014488,0.006206,-0.029784,0.142929,0.009262,0.989685,-25.596400,1.707801,26.972490,0.979614,0.164244,0.115633,0.000000,0.000000,0.000000,0.000000,0,0,4.723740,4.976639,10959.060000,0.000000,-25.563280,1.706272,26.966450,350.928000,74.933180,359.613700,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766453758822,2025-12-23 09:35:58.822,1422.129000,2.139282,23,15,2,-0.014488,0.006206,-0.029784,0.142929,0.009262,0.989685,-25.595910,1.707934,26.968970,0.979464,0.164573,0.116438,0.000000,0.000000,0.000000,0.000000,0,0,4.723740,4.976639,10959.060000,0.000000,-25.562790,1.706393,26.962970,350.889300,74.884120,359.479900,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766453758834,2025-12-23 09:35:58.834,1422.140000,2.150757,23,15,2,-0.015063,0.006213,-0.029796,0.144455,0.004578,0.989487,-25.595580,1.708128,26.965940,0.980142,0.160407,0.116465,0.000000,0.000000,0.000000,0.000000,0,0,4.696136,4.946075,11090490.000000,0.000000,-25.562280,1.706572,26.959450,350.842900,74.805600,359.364500,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766453758844,2025-12-23 09:35:58.844,1422.151000,2.161499,23,15,2,0.007773,0.006630,-0.029984,0.100601,0.012421,0.994843,-25.589270,1.708422,26.940260,0.972140,0.170231,0.161095,0.000000,0.000000,0.000000,0.000000,0,0,4.722733,4.920380,11286840.000000,0.000000,-25.561780,1.706782,26.955920,350.786100,74.722110,359.236200,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766453758855,2025-12-23 09:35:58.855,1422.162000,2.172607,23,15,2,0.007773,0.006630,-0.029984,0.100601,0.012421,0.994843,-25.588670,1.708519,26.936700,0.971641,0.171450,0.162802,0.000000,0.000000,0.000000,0.000000,0,0,4.722733,4.920380,11286840.000000,0.000000,-25.561220,1.706943,26.952430,350.701000,74.616640,359.100500,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766453758867,2025-12-23 09:35:58.867,1422.173000,2.183716,23,15,2,-0.014488,0.006206,-0.029784,0.142929,0.009262,0.989685,-25.593900,1.708694,26.954660,0.978115,0.167766,0.123035,0.000000,0.000000,0.000000,0.000000,0,0,4.723740,4.976639,44886240.000000,0.000000,-25.560720,1.707160,26.948950,350.624100,74.485560,358.942700,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766453758877,2025-12-23 09:35:58.877,1422.184000,2.194824,23,15,2,-0.015063,0.006213,-0.029796,0.144455,0.004578,0.989487,-25.593470,1.708893,26.951610,0.978616,0.163853,0.124237,0.000000,0.000000,0.000000,0.000000,0,0,4.696136,4.946075,697235.600000,0.000000,-25.560110,1.707339,26.945460,350.555500,74.340660,358.782000,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766453758889,2025-12-23 09:35:58.889,1422.196000,2.206055,23,15,2,0.000587,0.006497,-0.029912,0.103668,0.010803,0.994553,-25.588780,1.708810,26.933000,0.970714,0.172710,0.166987,0.000000,0.000000,0.000000,0.000000,0,0,4.718826,4.882629,701283.600000,0.000000,-25.559570,1.707367,26.942050,350.477400,74.184130,358.611800,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
1766453758900,2025-12-23 09:35:58.900,1422.207000,2.217041,23,15,2,0.000587,0.006497,-0.029912,0.103668,0.010803,0.994553,-25.588160,1.708768,26.929450,0.970082,0.173352,0.169966,0.000000,0.000000,0.000000,0.000000,0,0,4.718826,4.882629,701283.600000,0.000000,-25.558980,1.707355,26.938610,350.423600,74.005140,358.456400,104.047200,98.172010,0.300000,1000.000000,0.900730,2468,2740,50.000000,off
